state,district,latitude,longitude,year,season,temperature,soil_type,pH,seasonal_rainfall,rice_area,rice_production,rice_yield,wheat_area,wheat_production,wheat_yield,maize_area,maize_production,maize_yield
Assam,KARIMGANJ,24.5828196,92.3725487,1997,Winter     ,18.09,Clay,6.23,46.03,61520,71060,1.155071521,6.892764464,8.041558542,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,1998,Autumn     ,26.04,Clay,6.23,275.62,7400,7646,1.033243243,7.134263146,8.323307004,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,1998,Kharif     ,28.11,Clay,6.23,1521.11,,,,0.56894438,0.663768443,1.166666667,5,3,0.6
Assam,KARIMGANJ,24.5828196,92.3725487,1998,Summer     ,28.41,Clay,6.23,478.91,3623,3811,1.051890698,7.154005498,8.346339747,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,1998,Winter     ,18.15,Clay,6.23,33.25,63930,106421,1.664648835,5.066711056,5.911162899,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,1999,Autumn     ,25,Clay,6.23,345.82,5600,10546,1.883214286,5.498918021,6.415404358,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,1999,Kharif     ,27.7,Clay,6.23,1342.93,,,,0.405813346,0.473448903,1.166666667,10,6,0.6
Assam,KARIMGANJ,24.5828196,92.3725487,1999,Summer     ,29.77,Clay,6.23,348,5000,6155,1.231,5.882944342,6.863435066,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,1999,Winter     ,19.32,Clay,6.23,8.04,63400,107038,1.68829653,5.611416081,6.546652094,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2000,Autumn     ,24.92,Clay,6.23,435.1,7000,13411,1.915857143,5.067337619,5.911893889,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2000,Kharif     ,27.76,Clay,6.23,1498.43,,,,0.751068426,0.876246496,1.166666667,8,4,0.5
Assam,KARIMGANJ,24.5828196,92.3725487,2000,Summer     ,28.2,Clay,6.23,566.8,5200,8960,1.723076923,5.32984838,6.218156443,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2000,Winter     ,17.43,Clay,6.23,28.51,55600,122895,2.210341727,5.182095589,6.045778187,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2001,Autumn     ,25.6,Clay,6.23,387.22,6000,10804,1.800666667,4.671205191,5.44973939,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2001,Kharif     ,27.91,Clay,6.23,1438.02,,,,0.563293021,0.657175191,1.166666667,12,7,0.583333333
Assam,KARIMGANJ,24.5828196,92.3725487,2001,Rabi       ,19.77,Clay,6.23,145.67,,,,44,52,1.181818182,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2001,Summer     ,28.13,Clay,6.23,444.23,3191,5667,1.77593231,5.290672664,6.172451441,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2001,Winter     ,17.41,Clay,6.23,93.52,63500,145362,2.289165354,5.529382229,6.450945934,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2002,Autumn     ,25,Clay,6.23,354.31,7597,14389,1.89403712,5.049590145,5.891188503,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2002,Kharif     ,27.71,Clay,6.23,1431.01,,,,0.757893294,0.884208843,1.166666667,12,7,0.583333333
Assam,KARIMGANJ,24.5828196,92.3725487,2002,Summer     ,28.2,Clay,6.23,508.74,6100,12670,2.07704918,7.54801205,8.806014059,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2002,Winter     ,18.58,Clay,6.23,83.29,63958,141811,2.217251947,5.99255467,6.991313782,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2003,Autumn     ,25.04,Clay,6.23,436.1,4000,7360,1.84,6.514794324,7.600593378,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2003,Kharif     ,28.07,Clay,6.23,1409.96,,,,0.820303366,0.957020594,1.166666667,12,7,0.583333333
Assam,KARIMGANJ,24.5828196,92.3725487,2003,Summer     ,28.24,Clay,6.23,376.49,4500,1224,0.272,7.795786694,9.095084477,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2003,Winter     ,17.63,Clay,6.23,58.86,63900,128905,2.017292645,6.408659345,7.476769236,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2004,Autumn     ,24.24,Clay,6.23,499.56,6500,6230,0.958461538,7.40320608,8.637073759,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2004,Rabi       ,19.95,Clay,6.23,51.63,,,,13,14,1.076923077,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2004,Summer     ,27.92,Clay,6.23,591.93,6200,9368,1.510967742,7.470989688,8.716154636,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2004,Winter     ,17.81,Clay,6.23,15.47,61309,121010,1.973772203,7.049225356,8.224096249,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2005,Autumn     ,25.07,Clay,6.23,451.11,6500,11474,1.765230769,5.859353008,6.835911843,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2005,Kharif     ,28.23,Clay,6.23,1435.28,,,,0.3486924,0.4068078,1.166666667,13,7,0.538461538
Assam,KARIMGANJ,24.5828196,92.3725487,2005,Summer     ,27.81,Clay,6.23,528.87,4750,7686,1.618105263,4.2569,4.966383333,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2005,Winter     ,18.55,Clay,6.23,31.79,64100,101338,1.580936037,5.91792228,6.90424266,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2006,Autumn     ,25.27,Clay,6.23,265.73,5800,8971,1.546724138,5.979532321,6.976121041,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2006,Kharif     ,28.09,Clay,6.23,1274.22,,,,0.544417433,0.635153672,1.166666667,13,7,0.538461538
Assam,KARIMGANJ,24.5828196,92.3725487,2006,Rabi       ,20.76,Clay,6.23,70.41,,,,60,68,1.133333333,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2006,Summer     ,28.31,Clay,6.23,594.19,4826,7804,1.617074182,6.245402465,7.286302875,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2006,Winter     ,19.01,Clay,6.23,53.49,63500,126660,1.994645669,6.187785732,7.219083354,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2007,Autumn     ,25.04,Clay,6.23,544.49,5900,8657,1.467288136,7.211806948,8.413774772,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2007,Kharif     ,27.57,Clay,6.23,1760.46,,,,0.365194262,0.426059972,1.166666667,15,8,0.533333333
Assam,KARIMGANJ,24.5828196,92.3725487,2007,Rabi       ,19.93,Clay,6.23,158.05,,,,38,48,1.263157895,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2007,Summer     ,27.68,Clay,6.23,705.19,5306,10973,2.068036185,5.010639598,5.845746198,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2007,Winter     ,17.87,Clay,6.23,73.41,65225,98940,1.516903028,7.054817924,8.230620912,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2008,Autumn     ,24.97,Clay,6.23,295.39,5243,8683,1.656112912,7.252212722,8.460914842,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2008,Kharif     ,27.59,Clay,6.23,1390.44,,,,0.896894528,1.04637695,1.166666667,10,5,0.5
Assam,KARIMGANJ,24.5828196,92.3725487,2008,Rabi       ,19.98,Clay,6.23,135.05,,,,6,7,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2008,Summer     ,28.58,Clay,6.23,282.82,5768,9817,1.701976422,7.342483259,8.566230469,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2008,Winter     ,17.94,Clay,6.23,40.74,65300,162218,2.484196018,7.403636425,8.63757583,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2009,Autumn     ,25.36,Clay,6.23,358.73,5064,8700,1.718009479,5.331652593,6.220261359,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2009,Kharif     ,28.1,Clay,6.23,1467.89,,,,0.54099698,0.631163144,1.166666667,16,7,0.4375
Assam,KARIMGANJ,24.5828196,92.3725487,2009,Rabi       ,20.73,Clay,6.23,126.83,,,,5,5,1,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2009,Summer     ,28.63,Clay,6.23,541.2,5968,6147,1.029993298,5.165106377,6.02595744,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2009,Winter     ,18.86,Clay,6.23,50.7,64633,161518,2.499002058,6.382677833,7.446457472,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2010,Autumn     ,25.4,Clay,6.23,611.41,4451,7580,1.702988093,7.579699275,8.842982488,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2010,Kharif     ,27.64,Clay,6.23,1816.92,,,,0.506784532,0.591248621,1.166666667,20,10,0.5
Assam,KARIMGANJ,24.5828196,92.3725487,2010,Rabi       ,20.81,Clay,6.23,202.98,,,,5,6,1.2,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2010,Summer     ,27.7,Clay,6.23,847.21,5980,12175,2.035953177,6.205206415,7.239407484,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2010,Winter     ,18.4,Clay,6.23,54.28,63143,130832,2.071995312,5.26667867,6.144458448,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2011,Autumn     ,25.18,Clay,6.23,261.46,2240,4223,1.885267857,4.811279906,5.61315989,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2011,Kharif     ,27.84,Clay,6.23,1465.29,,,,0.417111318,0.486629871,1.166666667,22,13,0.590909091
Assam,KARIMGANJ,24.5828196,92.3725487,2011,Rabi       ,19.88,Clay,6.23,93.91,,,,6,7,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2011,Summer     ,28.12,Clay,6.23,435.11,6578,12544,1.906962603,4.40860324,5.143370447,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2011,Winter     ,17.95,Clay,6.23,10.37,65617,182975,2.788530411,7.617456683,8.887032797,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2012,Autumn     ,25.08,Clay,6.23,376.9,2260,4148,1.83539823,5.650366591,6.592094356,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2012,Kharif     ,27.67,Clay,6.23,1639.14,,,,0.800472535,0.933884624,1.166666667,22,13,0.590909091
Assam,KARIMGANJ,24.5828196,92.3725487,2012,Rabi       ,20.24,Clay,6.23,125.16,,,,6,8,1.333333333,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2012,Summer     ,27.92,Clay,6.23,628.39,6650,12874,1.93593985,6.652786102,7.761583785,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2012,Winter     ,18.19,Clay,6.23,45.4,69735,136279,1.954241055,4.890916181,5.706068878,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2013,Autumn     ,25.32,Clay,6.23,491.89,1255,1576,1.255776892,4.831664088,5.636941436,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2013,Kharif     ,27.71,Clay,6.23,1564.56,,,,0.787192921,0.918391741,1.166666667,32,73,2.28125
Assam,KARIMGANJ,24.5828196,92.3725487,2013,Rabi       ,20.92,Clay,6.23,37.88,,,,6,8,1.333333333,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2013,Summer     ,28.07,Clay,6.23,814.04,6850,13501,1.970948905,5.152962158,6.011789185,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2013,Winter     ,18.74,Clay,6.23,8.74,69394,138893,2.001513099,7.487826661,8.735797772,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2014,Autumn     ,25.26,Clay,6.23,500.72,982,1616,1.645621181,4.704199457,5.4882327,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2014,Kharif     ,27.96,Clay,6.23,1717.18,,,,0.706625169,0.82439603,1.166666667,35,74,2.114285714
Assam,KARIMGANJ,24.5828196,92.3725487,2014,Rabi       ,20.77,Clay,6.23,69.79,,,,6,7,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2014,Summer     ,29.21,Clay,6.23,455.26,6895,11087,1.607976795,7.132105954,8.320790279,1.166666667,,,
Assam,KARIMGANJ,24.5828196,92.3725487,2014,Winter     ,18.91,Clay,6.23,23.24,69525,130527,1.877411003,5.046922998,5.888076831,1.166666667,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1997,Autumn     ,23.19,Alluvial,7.79,336.22,31005,16292,0.525463635,1782.526577,2281.677754,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1997,Kharif     ,27.16,Alluvial,7.79,1200.42,,,,301.5444387,385.9842801,1.280024536,770,400,0.519480519
Assam,KOKRAJHAR,26.4912104,90.1215209,1997,Rabi       ,18.97,Alluvial,7.79,74.97,,,,1545,2234,1.445954693,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1997,Summer     ,28.5,Alluvial,7.79,250.42,3730,3120,0.836461126,1768.183882,2263.318752,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1997,Winter     ,16.7,Alluvial,7.79,34.58,57430,44832,0.780637298,1972.468939,2524.808639,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1998,Autumn     ,24.48,Alluvial,7.79,478.34,31872,28510,0.894515562,1975.629764,2528.854572,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1998,Kharif     ,27.6,Alluvial,7.79,1530.6,,,,155.049855,198.4676187,1.280024536,920,478,0.519565217
Assam,KOKRAJHAR,26.4912104,90.1215209,1998,Rabi       ,18.55,Alluvial,7.79,111.49,,,,1540,1914,1.242857143,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1998,Summer     ,28.45,Alluvial,7.79,278.37,3192,3414,1.069548872,2399.712308,3071.690633,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1998,Winter     ,16.68,Alluvial,7.79,12.04,60226,66081,1.097217149,2394.842679,3065.457388,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1999,Autumn     ,23.85,Alluvial,7.79,451.47,32802,22398,0.682824218,1908.674075,2443.149647,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1999,Kharif     ,27.3,Alluvial,7.79,1640.24,,,,274.9024004,351.8818175,1.280024536,993,517,0.520644512
Assam,KOKRAJHAR,26.4912104,90.1215209,1999,Rabi       ,18.94,Alluvial,7.79,17.51,,,,1700,1857,1.092352941,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1999,Summer     ,29.13,Alluvial,7.79,301.56,6500,16962,2.609538462,1704.532774,2181.843773,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,1999,Winter     ,17.24,Alluvial,7.79,2.34,60314,71134,1.179394502,1446.619355,1851.708269,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2000,Autumn     ,23.69,Alluvial,7.79,254.92,29790,24281,0.815072172,2146.920159,2748.11048,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2000,Kharif     ,27.1,Alluvial,7.79,1139.82,,,,307.6306133,393.7747331,1.280024536,1025,533,0.52
Assam,KOKRAJHAR,26.4912104,90.1215209,2000,Rabi       ,17.65,Alluvial,7.79,63.21,,,,1715,1889,1.101457726,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2000,Summer     ,27.25,Alluvial,7.79,488.47,7094,14680,2.069354384,1489.04118,1906.009246,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2000,Winter     ,15.66,Alluvial,7.79,39.39,59105,70645,1.195245749,1698.26082,2173.815518,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2001,Autumn     ,23.98,Alluvial,7.79,551.03,27526,22681,0.823984596,2082.367149,2665.481044,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2001,Kharif     ,27.5,Alluvial,7.79,1387.65,,,,269.7167976,345.2441187,1.280024536,1045,543,0.519617225
Assam,KOKRAJHAR,26.4912104,90.1215209,2001,Rabi       ,18.27,Alluvial,7.79,46.92,,,,1855,2132,1.149326146,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2001,Summer     ,27.83,Alluvial,7.79,362.59,7200,11467,1.592638889,1551.302493,1985.705254,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2001,Winter     ,16.17,Alluvial,7.79,12.72,56296,64595,1.147417223,1929.572891,2469.900645,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2002,Autumn     ,23.4,Alluvial,7.79,375.02,26827,29067,1.083497968,2364.237444,3026.281937,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2002,Kharif     ,26.84,Alluvial,7.79,1485.56,,,,179.4507466,229.7013586,1.280024536,1065,554,0.520187793
Assam,KOKRAJHAR,26.4912104,90.1215209,2002,Rabi       ,18.65,Alluvial,7.79,91.92,,,,1998,2563,1.282782783,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2002,Summer     ,26.84,Alluvial,7.79,452.44,7800,15814,2.027435897,1674.588514,2143.514385,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2002,Winter     ,16.73,Alluvial,7.79,20.63,57350,77089,1.34418483,1682.815545,2154.045187,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2003,Autumn     ,23.72,Alluvial,7.79,469.45,27658,24235,0.87623834,1947.874271,2493.32686,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2003,Kharif     ,27.36,Alluvial,7.79,1517.47,,,,201.6619757,258.1322769,1.280024536,1085,564,0.519815668
Assam,KOKRAJHAR,26.4912104,90.1215209,2003,Rabi       ,17.86,Alluvial,7.79,146.49,,,,2120,2727,1.286320755,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2003,Summer     ,27.59,Alluvial,7.79,258.81,8000,13866,1.73325,2505.985532,3207.722967,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2003,Winter     ,16.05,Alluvial,7.79,58.46,59700,81227,1.360586265,2234.738638,2860.520288,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2004,Autumn     ,22.92,Alluvial,7.79,572.75,26393,22415,0.849278218,2294.222575,2936.661186,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2004,Rabi       ,18.22,Alluvial,7.79,41.75,,,,2123,2481,1.168629298,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2004,Summer     ,27.03,Alluvial,7.79,424.51,8110,15955,1.967324291,2655.682352,3399.33857,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2004,Winter     ,16.17,Alluvial,7.79,13.95,54496,69621,1.277543306,1950.091386,2496.164821,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2005,Autumn     ,23.62,Alluvial,7.79,505.47,26303,20301,0.771813101,1939.60403,2482.740748,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2005,Kharif     ,27.5,Alluvial,7.79,1705.39,,,,293.0671407,375.1331307,1.280024536,967,503,0.52016546
Assam,KOKRAJHAR,26.4912104,90.1215209,2005,Rabi       ,18.56,Alluvial,7.79,94.55,,,,2584,3032,1.173374613,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2005,Summer     ,27.51,Alluvial,7.79,291.1,18588,35101,1.88836884,1745.0547,2233.712833,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2005,Winter     ,16.66,Alluvial,7.79,21.6,64917,75161,1.1578015,2342.913755,2998.987092,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2006,Autumn     ,23.55,Alluvial,7.79,317.84,28316,26479,0.935125018,2373.499655,3038.137794,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2006,Kharif     ,27.31,Alluvial,7.79,1067.18,,,,123.0845487,157.5512423,1.280024536,933,485,0.51982851
Assam,KOKRAJHAR,26.4912104,90.1215209,2006,Rabi       ,18.8,Alluvial,7.79,44.83,,,,2824,3607,1.277266289,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2006,Summer     ,27.19,Alluvial,7.79,392.2,18920,24574,1.298837209,2019.753079,2585.333497,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2006,Winter     ,17.26,Alluvial,7.79,17.99,50971,61633,1.209177768,1689.074877,2162.057286,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2007,Autumn     ,23.7,Alluvial,7.79,415.47,28744,24649,0.857535486,1670.312612,2138.041126,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2007,Kharif     ,27.2,Alluvial,7.79,1439.23,,,,198.4522079,254.0236954,1.280024536,624,324,0.519230769
Assam,KOKRAJHAR,26.4912104,90.1215209,2007,Rabi       ,18.24,Alluvial,7.79,90.37,,,,2759,3546,1.285248278,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2007,Summer     ,28.58,Alluvial,7.79,243.31,19313,33543,1.736809403,1798.861461,2302.586806,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2007,Winter     ,16.16,Alluvial,7.79,51.7,60422,72843,1.205570819,2424.753077,3103.743432,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2008,Autumn     ,23.59,Alluvial,7.79,309.73,28265,23163,0.819494074,2562.555083,3280.133381,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2008,Kharif     ,27.08,Alluvial,7.79,1287.06,,,,268.2301726,343.3412022,1.280024536,668,346,0.517964072
Assam,KOKRAJHAR,26.4912104,90.1215209,2008,Rabi       ,18.34,Alluvial,7.79,146.07,,,,2507,3106,1.238930993,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2008,Summer     ,27.84,Alluvial,7.79,235.2,10551,25008,2.370201877,1769.95454,2265.585239,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2008,Winter     ,16.33,Alluvial,7.79,30.49,54989,63960,1.163141719,1779.96563,2278.399679,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2009,Autumn     ,23.53,Alluvial,7.79,385.11,27619,26333,0.953437851,1755.991404,2247.712082,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2009,Kharif     ,27.28,Alluvial,7.79,1548.01,,,,130.754344,167.3687685,1.280024536,1055,549,0.520379147
Assam,KOKRAJHAR,26.4912104,90.1215209,2009,Rabi       ,18.84,Alluvial,7.79,31.78,,,,2873,3416,1.189001044,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2009,Summer     ,28.08,Alluvial,7.79,404.25,16849,29136,1.729242092,2607.268504,3337.367657,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2009,Winter     ,16.99,Alluvial,7.79,8.49,58548,102804,1.755892601,1937.98985,2480.674558,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2010,Autumn     ,23.77,Alluvial,7.79,434.84,24663,28902,1.171876901,1718.881377,2200.210337,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2010,Kharif     ,26.99,Alluvial,7.79,1671.05,,,,277.2795693,354.924652,1.280024536,768,399,0.51953125
Assam,KOKRAJHAR,26.4912104,90.1215209,2010,Rabi       ,18.66,Alluvial,7.79,35.62,,,,3751,5876,1.566515596,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2010,Summer     ,27.85,Alluvial,7.79,425.38,17392,38470,2.211936523,1934.465877,2476.163786,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2010,Winter     ,16.23,Alluvial,7.79,3.91,67368,125366,1.860913193,1484.683308,1900.431063,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2011,Autumn     ,23.72,Alluvial,7.79,336.07,20698,32540,1.572132573,1641.362616,2100.984421,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2011,Kharif     ,27.22,Alluvial,7.79,1546.02,,,,234.5716451,300.2574611,1.280024536,925,512,0.553513514
Assam,KOKRAJHAR,26.4912104,90.1215209,2011,Rabi       ,17.9,Alluvial,7.79,49.52,,,,2640,4433,1.679166667,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2011,Summer     ,27.51,Alluvial,7.79,279.67,22644,55774,2.463080728,2408.501176,3082.9406,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2011,Winter     ,15.99,Alluvial,7.79,24.06,62725,97134,1.548569151,1701.888344,2178.458837,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2012,Autumn     ,23.66,Alluvial,7.79,408.71,21910,28393,1.295892287,2574.650511,3295.615825,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2012,Kharif     ,27.44,Alluvial,7.79,1484.32,,,,278.170307,356.0648181,1.280024536,935,613,0.655614973
Assam,KOKRAJHAR,26.4912104,90.1215209,2012,Rabi       ,17.82,Alluvial,7.79,33.48,,,,1513,4093,2.705221414,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2012,Summer     ,27.91,Alluvial,7.79,373.88,20960,51092,2.43759542,2489.389584,3186.479746,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2012,Winter     ,15.8,Alluvial,7.79,23.55,66580,101640,1.52658456,1722.552581,2204.909568,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2013,Autumn     ,24.11,Alluvial,7.79,448.37,21800,25856,1.186055046,1503.73216,1924.814061,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2013,Kharif     ,27.33,Alluvial,7.79,1339.19,,,,281.5525068,360.3941168,1.280024536,930,2753,2.960215054
Assam,KOKRAJHAR,26.4912104,90.1215209,2013,Rabi       ,19.04,Alluvial,7.79,32.11,,,,900,1969,2.187777778,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2013,Summer     ,27.88,Alluvial,7.79,486.92,23056,69796,3.027238029,1819.085603,2328.474204,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2013,Winter     ,16.96,Alluvial,7.79,19.34,64633,127450,1.971902898,2205.909297,2823.618024,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2014,Autumn     ,24.37,Alluvial,7.79,454.8,19867,31130,1.566920018,2380.163088,3046.667152,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2014,Kharif     ,27.73,Alluvial,7.79,1307.29,,,,129.3655819,165.591119,1.280024536,935,2230,2.385026738
Assam,KOKRAJHAR,26.4912104,90.1215209,2014,Rabi       ,18.95,Alluvial,7.79,33.79,,,,850,2084,2.451764706,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2014,Summer     ,29.22,Alluvial,7.79,283.71,23065,62820,2.723607197,2405.947703,3079.672092,1.280024536,,,
Assam,KOKRAJHAR,26.4912104,90.1215209,2014,Winter     ,17.03,Alluvial,7.79,25.56,65450,119039,1.818777693,2600.737056,3329.007244,1.280024536,,,
Assam,LAKHIMPUR,27.1763356,94.1992932,1997,Autumn     ,23.22,Alluvial,7.22,242.84,18325,11793,0.643547067,681.6464752,504.2916202,0.739814022,,,
